Case,Region,Variable_French,Type,Year,Value
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2012,722.29
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2013,722.29
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2014,736.99
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2015,736.99
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2016,736.99
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2017,722.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2018,722.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2019,722.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2020,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2021,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2022,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2023,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2024,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2025,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2026,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2027,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2028,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2029,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2030,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2031,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2032,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2033,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2034,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2035,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2036,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2037,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2038,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2039,232.84
Référence,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2040,232.84
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2005,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2006,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2007,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2008,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2009,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2010,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2011,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2012,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2013,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2014,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2015,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2016,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2017,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2018,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2019,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2020,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2021,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2022,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2023,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2024,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2025,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2026,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2027,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2028,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2029,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2030,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2031,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2032,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2033,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2034,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2035,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2036,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2037,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2038,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2039,222.3
Référence,Nouvelle-écosse,Pétrole,Combustible Principal,2040,222.3
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2005,160.5
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2006,160.5
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2007,160.5
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2008,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2009,160
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2010,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2011,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2012,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2013,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2014,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2015,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2016,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2017,160.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2018,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2019,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2020,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2021,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2022,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2023,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2024,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2025,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2026,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2027,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2028,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2029,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2030,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2031,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2032,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2033,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2034,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2035,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2036,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2037,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2038,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2039,170.45
Référence,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2040,170.45
Référence,Northwest Territories ,Pétrole,Combustible Principal,2005,121.7
Référence,Northwest Territories ,Pétrole,Combustible Principal,2006,82.7
Référence,Northwest Territories ,Pétrole,Combustible Principal,2007,87.7
Référence,Northwest Territories ,Pétrole,Combustible Principal,2008,84
Référence,Northwest Territories ,Pétrole,Combustible Principal,2009,100
Référence,Northwest Territories ,Pétrole,Combustible Principal,2010,100
Référence,Northwest Territories ,Pétrole,Combustible Principal,2011,100
Référence,Northwest Territories ,Pétrole,Combustible Principal,2012,100
Référence,Northwest Territories ,Pétrole,Combustible Principal,2013,104
Référence,Northwest Territories ,Pétrole,Combustible Principal,2014,78
Référence,Northwest Territories ,Pétrole,Combustible Principal,2015,94
Référence,Northwest Territories ,Pétrole,Combustible Principal,2016,94.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2017,104.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2018,114.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2019,124.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2020,124.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2021,124.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2022,124.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2023,80.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2024,90.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2025,90.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2026,90.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2027,90.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2028,90.06
Référence,Northwest Territories ,Pétrole,Combustible Principal,2029,59.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2030,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2031,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2032,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2033,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2034,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2035,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2036,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2037,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2038,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2039,64.26
Référence,Northwest Territories ,Pétrole,Combustible Principal,2040,64.26
Référence,Ontario,Pétrole,Combustible Principal,2005,115.81
Référence,Ontario,Pétrole,Combustible Principal,2006,115.81
Référence,Ontario,Pétrole,Combustible Principal,2007,115.81
Référence,Ontario,Pétrole,Combustible Principal,2008,115.81
Référence,Ontario,Pétrole,Combustible Principal,2009,115.81
Référence,Ontario,Pétrole,Combustible Principal,2010,249.32
Référence,Ontario,Pétrole,Combustible Principal,2011,249.32
Référence,Ontario,Pétrole,Combustible Principal,2012,249.32
Référence,Ontario,Pétrole,Combustible Principal,2013,249.32
Référence,Ontario,Pétrole,Combustible Principal,2014,250.45
Référence,Ontario,Pétrole,Combustible Principal,2015,250.45
Référence,Ontario,Pétrole,Combustible Principal,2016,250.45
Référence,Ontario,Pétrole,Combustible Principal,2017,250.45
Référence,Ontario,Pétrole,Combustible Principal,2018,250.45
Référence,Ontario,Pétrole,Combustible Principal,2019,250.45
Référence,Ontario,Pétrole,Combustible Principal,2020,250.45
Référence,Ontario,Pétrole,Combustible Principal,2021,250.45
Référence,Ontario,Pétrole,Combustible Principal,2022,250.45
Référence,Ontario,Pétrole,Combustible Principal,2023,250.45
Référence,Ontario,Pétrole,Combustible Principal,2024,250.45
Référence,Ontario,Pétrole,Combustible Principal,2025,250.45
Référence,Ontario,Pétrole,Combustible Principal,2026,250.45
Référence,Ontario,Pétrole,Combustible Principal,2027,250.45
Référence,Ontario,Pétrole,Combustible Principal,2028,250.45
Référence,Ontario,Pétrole,Combustible Principal,2029,250.45
Référence,Ontario,Pétrole,Combustible Principal,2030,250.45
Référence,Ontario,Pétrole,Combustible Principal,2031,250.45
Référence,Ontario,Pétrole,Combustible Principal,2032,250.45
Référence,Ontario,Pétrole,Combustible Principal,2033,250.45
Référence,Ontario,Pétrole,Combustible Principal,2034,250.45
Référence,Ontario,Pétrole,Combustible Principal,2035,250.45
Référence,Ontario,Pétrole,Combustible Principal,2036,250.45
Référence,Ontario,Pétrole,Combustible Principal,2037,250.45
Référence,Ontario,Pétrole,Combustible Principal,2038,250.45
Référence,Ontario,Pétrole,Combustible Principal,2039,250.45
Référence,Ontario,Pétrole,Combustible Principal,2040,250.45
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2005,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2006,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2007,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2008,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2009,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2010,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2011,82.5
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2012,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2013,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2014,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2015,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2016,82.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2017,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2018,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2019,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2020,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2021,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2022,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2023,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2024,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2025,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2026,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2027,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2028,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2029,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2030,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2031,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2032,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2033,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2034,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2035,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2036,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2037,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2038,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2039,122.46
Référence,Colombie-Britannique,Pétrole,Combustible Principal,2040,122.46
Référence,Nunavut,Pétrole,Combustible Principal,2005,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2006,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2007,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2008,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2009,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2010,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2011,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2012,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2013,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2014,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2015,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2016,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2017,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2018,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2019,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2020,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2021,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2022,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2023,54.28
Référence,Nunavut,Pétrole,Combustible Principal,2024,58.28
Référence,Nunavut,Pétrole,Combustible Principal,2025,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2026,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2027,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2028,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2029,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2030,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2031,62.28
Référence,Nunavut,Pétrole,Combustible Principal,2032,66.28
Référence,Nunavut,Pétrole,Combustible Principal,2033,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2034,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2035,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2036,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2037,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2038,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2039,70.28
Référence,Nunavut,Pétrole,Combustible Principal,2040,70.28
Référence,Yukon ,Pétrole,Combustible Principal,2005,33.34
Référence,Yukon ,Pétrole,Combustible Principal,2006,33.34
Référence,Yukon ,Pétrole,Combustible Principal,2007,33.34
Référence,Yukon ,Pétrole,Combustible Principal,2008,33.34
Référence,Yukon ,Pétrole,Combustible Principal,2009,33.34
Référence,Yukon ,Pétrole,Combustible Principal,2010,33.57
Référence,Yukon ,Pétrole,Combustible Principal,2011,33.57
Référence,Yukon ,Pétrole,Combustible Principal,2012,33.57
Référence,Yukon ,Pétrole,Combustible Principal,2013,33.57
Référence,Yukon ,Pétrole,Combustible Principal,2014,33.57
Référence,Yukon ,Pétrole,Combustible Principal,2015,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2016,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2017,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2018,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2019,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2020,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2021,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2022,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2023,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2024,24.57
Référence,Yukon ,Pétrole,Combustible Principal,2025,21.57
Référence,Yukon ,Pétrole,Combustible Principal,2026,18.57
Référence,Yukon ,Pétrole,Combustible Principal,2027,18.57
Référence,Yukon ,Pétrole,Combustible Principal,2028,18.57
Référence,Yukon ,Pétrole,Combustible Principal,2029,18.57
Référence,Yukon ,Pétrole,Combustible Principal,2030,18.57
Référence,Yukon ,Pétrole,Combustible Principal,2031,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2032,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2033,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2034,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2035,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2036,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2037,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2038,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2039,23.57
Référence,Yukon ,Pétrole,Combustible Principal,2040,23.57
Référence,Alberta,Pétrole,Combustible Principal,2005,7.15
Référence,Alberta,Pétrole,Combustible Principal,2006,7.15
Référence,Alberta,Pétrole,Combustible Principal,2007,7.15
Référence,Alberta,Pétrole,Combustible Principal,2008,7.15
Référence,Alberta,Pétrole,Combustible Principal,2009,7.15
Référence,Alberta,Pétrole,Combustible Principal,2010,7.15
Référence,Alberta,Pétrole,Combustible Principal,2011,7.15
Référence,Alberta,Pétrole,Combustible Principal,2012,7.15
Référence,Alberta,Pétrole,Combustible Principal,2013,7.15
Référence,Alberta,Pétrole,Combustible Principal,2014,7.15
Référence,Alberta,Pétrole,Combustible Principal,2015,7.15
Référence,Alberta,Pétrole,Combustible Principal,2016,7.15
Référence,Alberta,Pétrole,Combustible Principal,2017,7.15
Référence,Alberta,Pétrole,Combustible Principal,2018,7.15
Référence,Alberta,Pétrole,Combustible Principal,2019,7.15
Référence,Alberta,Pétrole,Combustible Principal,2020,7.15
Référence,Alberta,Pétrole,Combustible Principal,2021,7.15
Référence,Alberta,Pétrole,Combustible Principal,2022,7.15
Référence,Alberta,Pétrole,Combustible Principal,2023,7.15
Référence,Alberta,Pétrole,Combustible Principal,2024,7.15
Référence,Alberta,Pétrole,Combustible Principal,2025,7.15
Référence,Alberta,Pétrole,Combustible Principal,2026,7.15
Référence,Alberta,Pétrole,Combustible Principal,2027,7.15
Référence,Alberta,Pétrole,Combustible Principal,2028,7.15
Référence,Alberta,Pétrole,Combustible Principal,2029,7.15
Référence,Alberta,Pétrole,Combustible Principal,2030,7.15
Référence,Alberta,Pétrole,Combustible Principal,2031,7.15
Référence,Alberta,Pétrole,Combustible Principal,2032,7.15
Référence,Alberta,Pétrole,Combustible Principal,2033,7.15
Référence,Alberta,Pétrole,Combustible Principal,2034,7.15
Référence,Alberta,Pétrole,Combustible Principal,2035,7.15
Référence,Alberta,Pétrole,Combustible Principal,2036,7.15
Référence,Alberta,Pétrole,Combustible Principal,2037,7.15
Référence,Alberta,Pétrole,Combustible Principal,2038,7.15
Référence,Alberta,Pétrole,Combustible Principal,2039,7.15
Référence,Alberta,Pétrole,Combustible Principal,2040,7.15
Référence,Saskatchewan,Pétrole,Combustible Principal,2005,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2006,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2007,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2008,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2009,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2010,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2011,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2012,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2013,1.17
Référence,Saskatchewan,Pétrole,Combustible Principal,2014,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2015,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2016,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2017,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2018,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2019,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2020,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2021,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2022,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2023,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2024,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2025,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2026,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2027,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2028,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2029,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2030,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2031,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2032,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2033,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2034,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2035,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2036,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2037,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2038,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2039,16.955
Référence,Saskatchewan,Pétrole,Combustible Principal,2040,16.955
Référence,Manitoba,Pétrole,Combustible Principal,2005,0
Référence,Manitoba,Pétrole,Combustible Principal,2006,0
Référence,Manitoba,Pétrole,Combustible Principal,2007,0
Référence,Manitoba,Pétrole,Combustible Principal,2008,0
Référence,Manitoba,Pétrole,Combustible Principal,2009,0
Référence,Manitoba,Pétrole,Combustible Principal,2010,0
Référence,Manitoba,Pétrole,Combustible Principal,2011,0
Référence,Manitoba,Pétrole,Combustible Principal,2012,0
Référence,Manitoba,Pétrole,Combustible Principal,2013,0
Référence,Manitoba,Pétrole,Combustible Principal,2014,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2015,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2016,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2017,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2018,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2019,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2020,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2021,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2022,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2023,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2024,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2025,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2026,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2027,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2028,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2029,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2030,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2031,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2032,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2033,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2034,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2035,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2036,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2037,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2038,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2039,4.93
Référence,Manitoba,Pétrole,Combustible Principal,2040,4.93
Avancées technologiques,Canada,Pétrole,Combustible Principal,2005,4770.0799
Avancées technologiques,Canada,Pétrole,Combustible Principal,2006,4519.44
Avancées technologiques,Canada,Pétrole,Combustible Principal,2007,4524.44
Avancées technologiques,Canada,Pétrole,Combustible Principal,2008,4520.69
Avancées technologiques,Canada,Pétrole,Combustible Principal,2009,4474.83
Avancées technologiques,Canada,Pétrole,Combustible Principal,2010,4609.02
Avancées technologiques,Canada,Pétrole,Combustible Principal,2011,3949.35
Avancées technologiques,Canada,Pétrole,Combustible Principal,2012,3641.15
Avancées technologiques,Canada,Pétrole,Combustible Principal,2013,3645.15
Avancées technologiques,Canada,Pétrole,Combustible Principal,2014,3655.695
Avancées technologiques,Canada,Pétrole,Combustible Principal,2015,3500.695
Avancées technologiques,Canada,Pétrole,Combustible Principal,2016,3500.755
Avancées technologiques,Canada,Pétrole,Combustible Principal,2017,3536.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2018,3556.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2019,3566.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2020,3076.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2021,3076.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2022,3096.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2023,3172.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2024,3186.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2025,3193.605
Avancées technologiques,Canada,Pétrole,Combustible Principal,2026,3171.905
Avancées technologiques,Canada,Pétrole,Combustible Principal,2027,3181.905
Avancées technologiques,Canada,Pétrole,Combustible Principal,2028,3181.905
Avancées technologiques,Canada,Pétrole,Combustible Principal,2029,3191.105
Avancées technologiques,Canada,Pétrole,Combustible Principal,2030,3196.105
Avancées technologiques,Canada,Pétrole,Combustible Principal,2031,3201.105
