Sector,Case,Region,Variable_English,Year,Value,Sector2
Primary Demand,High Price,Quebec,RPP,2015,733.9296,Primary Demand
Primary Demand,High Price,Quebec,RPP,2016,723.1297,Primary Demand
Primary Demand,High Price,Quebec,RPP,2017,739.5924,Primary Demand
Primary Demand,High Price,Quebec,RPP,2018,738.3899,Primary Demand
Primary Demand,High Price,Quebec,RPP,2019,729.6641,Primary Demand
Primary Demand,High Price,Quebec,RPP,2020,720.7092,Primary Demand
Primary Demand,High Price,Quebec,RPP,2021,712.7256,Primary Demand
Primary Demand,High Price,Quebec,RPP,2022,703.1628,Primary Demand
Primary Demand,High Price,Quebec,RPP,2023,694.0306,Primary Demand
Primary Demand,High Price,Quebec,RPP,2024,684.1039,Primary Demand
Primary Demand,High Price,Quebec,RPP,2025,675.5477,Primary Demand
Primary Demand,High Price,Quebec,RPP,2026,668.0458,Primary Demand
Primary Demand,High Price,Quebec,RPP,2027,661.7289,Primary Demand
Primary Demand,High Price,Quebec,RPP,2028,656.6033,Primary Demand
Primary Demand,High Price,Quebec,RPP,2029,652.7006,Primary Demand
Primary Demand,High Price,Quebec,RPP,2030,649.4249,Primary Demand
Primary Demand,High Price,Quebec,RPP,2031,646.372,Primary Demand
Primary Demand,High Price,Quebec,RPP,2032,643.0293,Primary Demand
Primary Demand,High Price,Quebec,RPP,2033,640.0906,Primary Demand
Primary Demand,High Price,Quebec,RPP,2034,637.4165,Primary Demand
Primary Demand,High Price,Quebec,RPP,2035,634.641,Primary Demand
Primary Demand,High Price,Quebec,RPP,2036,631.8533,Primary Demand
Primary Demand,High Price,Quebec,RPP,2037,629.2405,Primary Demand
Primary Demand,High Price,Quebec,RPP,2038,626.4268,Primary Demand
Primary Demand,High Price,Quebec,RPP,2039,623.7767,Primary Demand
Primary Demand,High Price,Quebec,RPP,2040,621.5373,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2005,27.5922,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2006,26.588,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2007,29.942,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2008,26.296,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2009,18.626,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2010,21.189,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2011,35.6712,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2012,28.7493,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2013,28.4319,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2014,25.1143,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2015,18.5449,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2016,14.0285,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2017,14.5878,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2018,15.1843,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2019,15.5952,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2020,15.7568,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2021,15.8326,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2022,15.7185,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2023,15.622,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2024,15.4903,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2025,15.3654,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2026,15.2682,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2027,15.2134,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2028,15.1857,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2029,15.1687,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2030,15.1396,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2031,15.0972,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2032,15.0513,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2033,14.9964,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2034,14.9449,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2035,14.8965,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2036,14.8476,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2037,14.7913,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2038,14.7194,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2039,14.6547,Primary Demand
Primary Demand,High Price,Quebec,"Coal, Coke and Coke Oven Gas",2040,14.6167,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2005,622.9193,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2006,620.1664,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2007,650.7849,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2008,675.7111,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2009,681.6097,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2010,638.3545,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2011,682.5184,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2012,690.7225,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2013,728.7094,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2014,709.6203,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2015,699.3442,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2016,709.7491,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2017,710.5262,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2018,718.3199,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2019,706.1647,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2020,707.2475,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2021,710.4099,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2022,713.9435,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2023,713.8611,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2024,708.6633,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2025,712.9036,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2026,713.135,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2027,713.7312,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2028,715.9588,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2029,723.772,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2030,724.7555,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2031,738.6998,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2032,737.8381,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2033,741.0272,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2034,736.4713,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2035,737.4568,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2036,737.182,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2037,739.3332,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2038,740.9888,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2039,742.2741,Primary Demand
Primary Demand,High Price,Quebec,Hydro,2040,743.1075,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2005,16.6808,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2006,16.6808,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2007,16.6808,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2008,14.0274,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2009,19.4059,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2010,30.0394,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2011,32.7162,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2012,37.363,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2013,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2014,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2015,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2016,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2017,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2018,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2019,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2020,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2021,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2022,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2023,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2024,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2025,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2026,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2027,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2028,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2029,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2030,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2031,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2032,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2033,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2034,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2035,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2036,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2037,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2038,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2039,0,Primary Demand
Primary Demand,High Price,Quebec,Nuclear,2040,0,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2005,185.3053,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2006,181.8965,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2007,182.7591,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2008,177.9151,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2009,154.0595,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2010,176.1102,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2011,180.7794,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2012,176.6627,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2013,198.6755,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2014,204.8845,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2015,189.65,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2016,179.9122,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2017,190.2552,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2018,193.4528,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2019,195.3272,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2020,194.4942,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2021,193.0237,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2022,192.9031,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2023,191.9217,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2024,190.8811,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2025,193.5101,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2026,194.2181,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2027,193.7956,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2028,193.597,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2029,193.3632,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2030,196.4155,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2031,195.9436,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2032,195.6411,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2033,195.0987,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2034,194.5259,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2035,194.9956,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2036,194.5008,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2037,193.7351,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2038,194.1565,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2039,194.5978,Primary Demand
Primary Demand,High Price,Quebec,Other Renewables and Landfill Gas,2040,195.6815,Primary Demand
Electric Generation,High Price,New Brunswick,Natural Gas,2005,18.4182,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2006,18.4181,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2007,18.4182,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2008,32.5974,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2009,19.4351,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2010,22.291,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2011,22.6632,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2012,20.739,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2013,21.4858,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2014,22.2438,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2015,22.0676,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2016,20.9914,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2017,20.2177,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2018,20.2177,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2019,20.2177,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2020,20.2176,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2021,20.2175,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2022,20.2177,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2023,20.2175,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2024,20.2176,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2025,20.2176,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2026,20.3344,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2027,5.7858,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2028,4.357,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2029,4.1587,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2030,3.9881,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2031,3.985,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2032,3.9593,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2033,3.9309,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2034,3.9124,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2035,3.886,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2036,3.8643,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2037,3.8448,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2038,3.8373,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2039,3.9181,Electric Generation
Electric Generation,High Price,New Brunswick,Natural Gas,2040,0.1485,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2005,45.3333,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2006,45.3332,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2007,45.3333,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2008,42.6494,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2009,54.5663,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2010,25.4836,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2011,19.0311,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2012,16.2121,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2013,13.3404,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2014,12.9101,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2015,15.2621,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2016,20.8708,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2017,11.5756,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2018,11.6509,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2019,9.1039,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2020,5.0141,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2021,5.0141,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2022,3.6484,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2023,5.0142,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2024,5.0142,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2025,8.2101,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2026,0.8135,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2027,1.0271,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2028,0.8387,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2029,0.8386,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2030,0.9956,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2031,0.8394,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2032,0.8395,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2033,0.8395,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2034,0.8394,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2035,0.8395,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2036,0.8394,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2037,0.8396,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2038,0.8395,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2039,0.8395,Electric Generation
Electric Generation,High Price,New Brunswick,RPP,2040,0.8394,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2005,25.2912,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2006,25.2912,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2007,25.2912,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2008,26.1363,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2009,19.5383,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2010,21.495,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2011,23.1097,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2012,18.0779,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2013,20.6711,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2014,23.5259,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2015,15.273,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2016,22.4649,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2017,24.3264,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2018,24.4915,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2019,18.9103,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2020,9.949,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2021,9.9489,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2022,6.9561,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2023,9.9489,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2024,9.9489,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2025,16.9519,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2026,0.6751,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2027,1.1435,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2028,0.7996,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2029,0.7995,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2030,1.1435,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2031,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2032,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2033,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2034,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2035,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2036,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2037,0.8015,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2038,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2039,0.8014,Electric Generation
Electric Generation,High Price,New Brunswick,"Coal, Coke and Coke Oven Gas",2040,0.8015,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2005,13.9436,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2006,13.4254,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2007,10.0529,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2008,12.7241,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2009,10.6664,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2010,11.9658,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2011,14.1101,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2012,10.6413,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2013,12.2715,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2014,10.6623,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2015,9.4101,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2016,11.2775,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2017,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2018,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2019,11.8058,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2020,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2021,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2022,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2023,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2024,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2025,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2026,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2027,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2028,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2029,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2030,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2031,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2032,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2033,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2034,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2035,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2036,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2037,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2038,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2039,11.806,Electric Generation
Electric Generation,High Price,New Brunswick,Hydro,2040,11.8059,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2005,55.867,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2006,55.7138,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2007,52.5619,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2008,15.1333,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2009,0,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2010,0,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2011,0,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2012,0,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2013,54.3493,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2014,44.6083,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2015,38.0652,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2016,61.8863,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2017,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2018,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2019,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2020,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2021,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2022,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2023,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2024,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2025,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2026,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2027,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2028,39.455,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2029,39.4632,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2030,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2031,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2032,40.4489,Electric Generation
